,coords,areas,subjs,regions
621,[ 9.21251571 19.47825001 33.38131916],['ACC' 'ACC'],BJH045,ACC
622,[12.70114821 19.77936899 33.39474917],['ACC' 'ACC'],BJH045,ACC
623,[16.16510121 20.70915744 33.83942419],['ACC' 'ACC'],BJH045,ACC
624,[37.07371421 22.64987178 34.47334277],['MFG' 'MFG'],BJH045,DLPFC
625,[40.53916471 23.08499125 35.04011128],['MFG' 'MFG'],BJH045,DLPFC
626,[44.00461521 23.52011073 35.60687979],['MFG' 'MFG'],BJH045,DLPFC
627,[47.49175021 24.31589868 35.49821632],['MFG' 'MFG'],BJH045,DLPFC
628,[50.98038271 24.61701765 35.51164633],['MFG' 'MFG'],BJH045,DLPFC
629,[ 7.19431271 -2.62992069 41.13353144],['SMA' 'SMA'],BJH045,premotor
630,[10.68444271 -2.82347069 41.26905493],['SMA' 'SMA'],BJH045,premotor
631,[14.17457271 -3.01702069 41.40457843],['SMA' 'SMA'],BJH045,premotor
632,[35.07048621 -4.40498865 43.44648989],['PreCG' 'PreCG'],BJH045,M1
633,[38.56211371 -5.09320763 43.70410687],['PreCG' 'PreCG'],BJH045,M1
634,[42.05224371 -5.28675763 43.83963037],['PreCG' 'PreCG'],BJH045,M1
635,[45.54237371 -5.48030763 43.97515387],['PreCG' 'PreCG'],BJH045,M1
636,[49.03250371 -5.67385763 44.11067736],['PreCG' 'PreCG'],BJH045,M1
637,[52.52263371 -5.86740763 44.24620086],['PreCG' 'PreCG'],BJH045,M1
638,[  6.29740671 -20.65070471  44.38349888],['SMA' 'SMA'],BJH045,premotor
639,[  9.80922121 -20.48358625  43.8435904 ],['SMA' 'SMA'],BJH045,premotor
640,[ 34.30817971 -21.74576881  43.01014589],['PostCG' 'PostCG'],BJH045,S1
641,[ 37.79830971 -21.93931881  43.14566939],['PostCG' 'PostCG'],BJH045,S1
642,[ 41.78702971 -22.16051881  43.30055339],['PostCG' 'PostCG'],BJH045,S1
643,[ 45.27715971 -22.35406881  43.43607688],['PostCG' 'PostCG'],BJH045,S1
644,[ 48.79047171 -22.68161932  43.01826188],['SMG' 'SMG'],BJH045,parietal
645,[ 52.30228621 -22.51450085  42.4783534 ],['SMG' 'SMG'],BJH045,parietal
646,[ 5.4898827  52.18226997 15.82647528],['SFG' 'SFG'],BJH045,premotor
647,[ 8.4814227  52.01636997 15.94263827],['SFG' 'SFG'],BJH045,premotor
648,[11.9700552  52.31748894 15.95606828],['SFG' 'SFG'],BJH045,premotor
649,[15.9572777  52.59095792 15.9888588 ],['SFG' 'SFG'],BJH045,premotor
650,[19.4459102  52.89207689 16.00228881],['SFG' 'SFG'],BJH045,premotor
651,[22.9345427  53.19319586 16.01571882],['SFG' 'SFG'],BJH045,premotor
652,[26.4246727  52.99964586 16.15124232],['MFG' 'MFG'],BJH045,DLPFC
653,[29.8916207  52.94009636 16.84010431],['MFG' 'MFG'],BJH045,DLPFC
654,[33.3817507  52.74654636 16.97562781],['MFG' 'MFG'],BJH045,DLPFC
655,[36.8950627  52.41899586 16.55781281],['MFG' 'MFG'],BJH045,DLPFC
656,[ 7.95568772 14.16853781 54.61733728],['SFG' 'SFG'],BJH045,premotor
657,[11.44731522 13.48031884 54.87495427],['SFG' 'SFG'],BJH045,premotor
658,[14.93894272 12.79209987 55.13257125],['SFG' 'SFG'],BJH045,premotor
659,[18.43057022 12.10388089 55.39018823],['SFG' 'SFG'],BJH045,premotor
660,[21.44828722 10.81464244 55.1971997 ],['SFG' 'SFG'],BJH045,premotor
661,[24.96309672  9.99242296 54.90147818],['SFG' 'SFG'],BJH045,premotor
662,[28.45472422  9.30420399 55.15909516],['MFG' 'MFG'],BJH045,DLPFC
663,[31.96953372  8.48198451 54.86337364],['MFG' 'MFG'],BJH045,DLPFC
664,[35.48434322  7.65976503 54.56765213],['MFG' 'MFG'],BJH045,DLPFC
665,[ 8.57530473 -4.11684939 70.2974161 ],['SMA' 'SMA'],BJH045,premotor
666,[12.11179873 -4.57840041 69.3262626 ],['SMA' 'SMA'],BJH045,premotor
667,[15.64829273 -5.03995142 68.3551091 ],['SMA' 'SMA'],BJH045,premotor
668,[19.18478672 -5.50150244 67.3839556 ],['SMA' 'SMA'],BJH045,premotor
669,[22.22269072 -5.93540345 66.3934416 ],['SMA' 'SMA'],BJH045,premotor
670,[25.76068222 -6.89162344 65.54438158],['SMA' 'SMA'],BJH045,premotor
671,[29.27549172 -7.71384292 65.24866007],['PreCG' 'PreCG'],BJH045,M1
672,[32.29021372 -8.01374343 64.81148457],['PreCG' 'PreCG'],BJH045,M1
673,[35.82670772 -8.47529444 63.84033107],['PreCG' 'PreCG'],BJH045,M1
674,[  5.59074472 -20.45404077  62.5137402 ],['SMA' 'SMA'],BJH045,premotor
675,[  9.05769272 -20.51359026  63.2026022 ],['SMA' 'SMA'],BJH045,premotor
676,[ 12.54782272 -20.70714026  63.33812569],['SMA' 'SMA'],BJH045,premotor
677,[ 16.03795272 -20.90069026  63.47364919],['SMA' 'SMA'],BJH045,premotor
678,[ 19.52808272 -21.09424026  63.60917269],['PreCG' 'PreCG'],BJH045,M1
679,[ 23.01821272 -21.28779026  63.74469618],['PreCG' 'PreCG'],BJH045,M1
680,[ 26.48516072 -21.34733976  64.43355818],['PreCG' 'PreCG'],BJH045,M1
681,[ 29.95210872 -21.40688925  65.12242017],['PreCG' 'PreCG'],BJH045,M1
682,[ 33.94082872 -21.62808925  65.27730417],['PostCG' 'PostCG'],BJH045,S1
683,[ 37.43095872 -21.82163925  65.41282767],['PostCG' 'PostCG'],BJH045,S1
684,[ 40.91959122 -21.52052028  65.42625768],['PostCG' 'PostCG'],BJH045,S1
685,[  5.60593171 -32.14444293  53.07195396],['SMA' 'SMA'],BJH045,premotor
686,[  9.09606171 -32.33799293  53.20747746],['SMA' 'SMA'],BJH045,premotor
687,[ 30.53243671 -32.53760499  53.79579197],['PostCG' 'PostCG'],BJH045,S1
688,[ 34.02256671 -32.73115499  53.93131547],['PostCG' 'PostCG'],BJH045,S1
689,[ 37.01410671 -32.89705499  54.04747846],['PostCG' 'PostCG'],BJH045,S1
690,[ 40.50423671 -33.09060499  54.18300196],['PostCG' 'PostCG'],BJH045,S1
691,[ 43.99436671 -33.28415499  54.31852546],['SMG' 'SMG'],BJH045,parietal
692,[ 47.48449671 -33.47770499  54.45404895],['SMG' 'SMG'],BJH045,parietal
693,[ 51.47321671 -33.69890499  54.60893295],['SMG' 'SMG'],BJH045,parietal
694,[-7.50428029 47.18549065 30.82026946],['SFG' 'SFG'],BJH045,premotor
695,[-10.99441029  47.37904065  30.68474597],['SFG' 'SFG'],BJH045,premotor
696,[-14.48454029  47.57259065  30.54922247],['SFG' 'SFG'],BJH045,premotor
697,[-17.97467029  47.76614065  30.41369897],['SFG' 'SFG'],BJH045,premotor
698,[-21.46480029  47.95969065  30.27817548],['SFG' 'SFG'],BJH045,premotor
699,[-24.95493029  48.15324065  30.14265198],['SFG' 'SFG'],BJH045,premotor
700,[-28.44506029  48.34679065  30.00712848],['MFG' 'MFG'],BJH045,DLPFC
701,[-31.93519029  48.54034065  29.87160499],['MFG' 'MFG'],BJH045,DLPFC
702,[-35.42532029  48.73389065  29.73608149],['MFG' 'MFG'],BJH045,DLPFC
703,[ -8.16733928 -12.16345701  67.16594688],['SMA' 'SMA'],BJH045,premotor
704,[-11.63578478 -11.60923854  66.3549914 ],['SMA' 'SMA'],BJH045,premotor
705,[-14.60564028 -11.08267007  65.56339642],['SMA' 'SMA'],BJH045,premotor
706,[-18.07258828 -11.02312058  64.87453442],['SMA' 'SMA'],BJH045,premotor
707,[-22.03812628 -10.93592109  64.16631193],['SMA' 'SMA'],BJH045,premotor
708,[-25.50507428 -10.87637159  63.47744993],['SMA' 'SMA'],BJH045,premotor
709,[-28.99520428 -10.68282159  63.34192644],['SMA' 'SMA'],BJH045,premotor
710,[-32.46364978 -10.12860313  62.53097096],['PreCG' 'PreCG'],BJH045,M1
711,[-35.93209528  -9.57438466  61.72001548],['PreCG' 'PreCG'],BJH045,M1
712,[-39.42222528  -9.38083466  61.58449198],['PreCG' 'PreCG'],BJH045,M1
713,[-42.91235528  -9.18728466  61.44896848],['PreCG' 'PreCG'],BJH045,M1
714,[-29.5631    -8.241775 -24.41945 ],['HPC' 'HPC'],LL14,HPC
715,[-51.4358    -6.704585 -28.9764  ],['MTG' 'MTG'],LL14,MTG
716,[-56.69195   -5.956445 -30.4154  ],['MTG' 'MTG'],LL14,MTG
717,[-33.31405 -19.97375 -17.65535],['HPC' 'HPC'],LL14,HPC
718,[-59.11845 -29.68325 -11.55315],['MTG' 'MTG'],LL14,MTG
719,[-64.5444  -30.72185  -9.78214],['MTG' 'MTG'],LL14,MTG
720,[-32.2235 -31.2798 -12.5967],['HPC' 'HPC'],LL14,HPC
721,[-46.02745 -39.80255 -11.77135],['FUG' 'FUG'],LL14,VS
722,[-50.5805 -41.9524 -10.9788],['FUG' 'FUG'],LL14,VS
723,[-55.34455 -44.2304  -10.42985],['ITS' 'ITS'],LL14,VS
724,[-60.1112   -46.61845   -9.726725],['MTG' 'MTG'],LL14,MTG
725,[-28.2131  32.295   22.7111],['MFG' 'MFG'],LL14,DLPFC
726,[-30.22155  32.595    28.1244 ],['MFG' 'MFG'],LL14,DLPFC
727,[-32.515    32.84695  33.29225],['MFG' 'MFG'],LL14,DLPFC
728,[-34.87055  33.49795  38.6876 ],['MFG' 'MFG'],LL14,DLPFC
729,[-9.35839   8.839915 28.3098  ],['ACC' 'ACC'],LL14,ACC
730,[-38.7246   19.47935  35.903  ],['MFG' 'MFG'],LL14,DLPFC
731,[-43.6518   21.28335  37.22295],['MFG' 'MFG'],LL14,DLPFC
732,[-44.18585 -55.92575  49.5803 ],['IPL' 'IPL'],LL14,N
733,[ 30.3299    -0.231826 -24.2398  ],['AMY' 'AMY'],LL14,AMY
734,[ 51.12945     1.0358155 -29.823    ],['MTG' 'MTG'],LL14,MTG
735,[ 55.5187   -10.015225 -24.0463  ],['MTG' 'MTG'],LL14,MTG
736,[ 60.94535  -9.1846  -24.0383 ],['MTG' 'MTG'],LL14,MTG
737,[ 35.66205 -28.7302  -23.76055],['PHG' 'PHG'],LL14,PHC
738,[ 40.75565 -26.2266  -22.843  ],['PHG' 'PHG'],LL14,PHC
739,[ 46.3686 -24.5701 -21.8577],['FUG' 'FUG'],LL14,VS
740,[ 52.15085 -23.01305 -20.85895],['FUG' 'FUG'],LL14,VS
741,[ 57.43935 -21.3527  -19.5352 ],['MTG' 'MTG'],LL14,MTG
742,[ 62.41105 -19.68035 -17.99075],['MTG' 'MTG'],LL14,MTG
743,[25.8952  41.00075 21.98025],['SFS' 'SFS'],LL14,DLPFC
744,[27.28965 41.6748  27.67465],['SFG' 'SFG'],LL14,premotor
745,[28.8916  42.36145 33.3932 ],['SFG' 'SFG'],LL14,premotor
746,[43.3838  34.36775 10.75025],['IFG' 'IFG'],LL14,VLPFC
747,[48.96615 33.92045 11.09005],['IFG' 'IFG'],LL14,VLPFC
748,[54.56495 34.57175 10.82155],['IFG' 'IFG'],LL14,VLPFC
749,[36.7518  12.5853  48.53075],['MFG' 'MFG'],LL14,DLPFC
750,[41.1945  13.475   51.68155],['MFG' 'MFG'],LL14,DLPFC
751,[ 61.13902127 -27.66053977  -8.90249215],['MTG' 'MTG'],BJH050,MTG
752,[ 64.98653627 -27.80350777  -8.89678715],['MTG' 'MTG'],BJH050,MTG
753,[ 56.79367977 -32.1947375  -13.95298583],['ITS' 'ITS'],BJH050,VS
754,[ 60.61922677 -32.95650446 -12.92653739],['ITS' 'ITS'],BJH050,VS
755,[ 34.18087277 -41.74613288 -13.9067428 ],['PHC' 'PHC'],BJH050,PHC
756,[ 39.10756677 -42.04034887 -12.76967386],['PHC' 'PHC'],BJH050,PHC
757,[ 44.58576277 -41.84658989 -11.52279944],['FUG' 'FUG'],BJH050,VS
758,[ 50.05390327 -41.7080309   -9.71105805],['FUG' 'FUG'],BJH050,VS
759,[ 55.52018678 -42.07787089  -8.00830715],['FUG' 'FUG'],BJH050,VS
760,[ 60.44873778 -41.86368791  -6.76224772],['ITS' 'ITS'],BJH050,VS
761,[ 43.33504728 -21.21418606   6.15410193],['A1' 'A1'],BJH050,A1
762,[ 46.63291728 -21.33673006   6.15899193],['A1' 'A1'],BJH050,A1
763,[ 50.47857528 -21.98809703   6.05570644],['A1' 'A1'],BJH050,A1
764,[ 54.32423328 -22.639464     5.95242095],['A1' 'A1'],BJH050,A1
765,[ 58.16989128 -23.29083097   5.84913545],['STG' 'STG'],BJH050,STG
766,[ 62.56519428 -23.96262194   5.74666496],['STG' 'STG'],BJH050,STG
767,[36.97338877 -2.74513317  0.2472602 ],['PUT' 'PUT'],BJH050,N
768,[40.25300477 -2.46967819  1.49087463],['INS' 'INS'],BJH050,INS
769,[44.09417827 -1.65104825  2.27942758],['INS' 'INS'],BJH050,INS
770,[47.93535177 -0.8324183   3.06798052],['INS' 'INS'],BJH050,INS
771,[ 5.12168248e+01 -4.85643533e-02  4.42058544e+00],['PreCG' 'PreCG'],BJH050,M1
772,[55.05799827  0.77006559  5.20913839],['PreCG' 'PreCG'],BJH050,M1
773,[58.89731477  1.08029657  5.88870085],['PreCG' 'PreCG'],BJH050,M1
774,[ 33.37943426   4.76822235 -11.44249914],['PIR' 'PIR'],BJH050,N
775,[35.54707726  7.00772122 -8.63481881],['PIR' 'PIR'],BJH050,N
776,[37.17513076  9.32284408 -6.39282046],['INS' 'INS'],BJH050,INS
777,[38.80132726 11.12956798 -4.25981259],['INS' 'INS'],BJH050,INS
778,[40.96897026 13.36906685 -1.45213227],['INS' 'INS'],BJH050,INS
779,[43.14666876 15.66376571  0.79068109],['INS' 'INS'],BJH050,INS
780,[45.32251027 17.45006561  2.92450396],['IFG' 'IFG'],BJH050,VLPFC
781,[47.49015327 19.68956448  5.73218428],['IFG' 'IFG'],BJH050,VLPFC
782,[49.65779627 21.92906335  8.5398646 ],['IFG' 'IFG'],BJH050,VLPFC
783,[51.83363777 23.71536324 10.67368747],['IFG' 'IFG'],BJH050,VLPFC
784,[54.01133627 26.01006211 12.91650083],['IFG' 'IFG'],BJH050,VLPFC
785,[ 25.89126274  26.61611604 -14.32856956],['OFC' 'OFC'],BJH050,OFC
786,[ 29.73057924  26.92634702 -13.6490071 ],['OFC' 'OFC'],BJH050,OFC
787,[ 33.56989575  27.23657799 -12.96944464],['OFC' 'OFC'],BJH050,OFC
788,[ 37.40921225  27.54680897 -12.28988218],['OFC' 'OFC'],BJH050,OFC
789,[ 41.24852875  27.85703994 -11.61031972],['OFC' 'OFC'],BJH050,OFC
790,[ 45.07778975  28.11207093 -10.3658903 ],['IFG' 'IFG'],BJH050,VLPFC
791,[ 6.24390127 36.54013259 13.56870025],['ACC' 'ACC'],BJH050,ACC
792,[10.09141627 36.39716459 13.57440525],['ACC' 'ACC'],BJH050,ACC
793,[13.93893127 36.25419659 13.58011025],['ACC' 'ACC'],BJH050,ACC
794,[37.00576727 35.79438757 14.85306467],['MFG' 'MFG'],BJH050,DLPFC
795,[40.85328227 35.65141957 14.85876967],['MFG' 'MFG'],BJH050,DLPFC
796,[45.25229927 35.99642654 14.97428016],['MFG' 'MFG'],BJH050,DLPFC
797,[49.08975877 35.79825854 15.54485213],['MFG' 'MFG'],BJH050,DLPFC
798,[52.92721827 35.60009055 16.1154241 ],['MFG' 'MFG'],BJH050,DLPFC
799,[ 48.23990232 -43.09958768  31.50268602],['AG' 'AG'],BJH050,parietal
800,[ 52.06096482 -42.39135772  33.4209729 ],['AG' 'AG'],BJH050,parietal
801,[ 56.43352932 -41.1951528   35.44906527],['AG' 'AG'],BJH050,parietal
802,[ 60.80609382 -39.99894787  37.47715765],['AG' 'AG'],BJH050,parietal
803,[-20.49709525 -15.21338037 -20.27201953],['HPC' 'HPC'],BJH050,HPC
804,[ -5.   20.5 -16.9],['OFC' 'OFC'],BJH027,OFC
805,[ -8.4   21.25 -16.15],['OFC' 'OFC'],BJH027,OFC
806,[-11.75  22.05 -15.45],['OFC' 'OFC'],BJH027,OFC
807,[-15.1  23.3 -14.9],['OFC' 'OFC'],BJH027,OFC
808,[-19.05  24.5  -14.4 ],['OFC' 'OFC'],BJH027,OFC
809,[-22.95  25.55 -14.45],['OFC' 'OFC'],BJH027,OFC
810,[-26.25  26.15 -14.25],['OFC' 'OFC'],BJH027,OFC
811,[-29.6  26.9 -13.5],['OFC' 'OFC'],BJH027,OFC
812,[-33.55  28.15 -12.95],['OFC' 'OFC'],BJH027,OFC
813,[-37.45  29.4  -12.45],['OFC' 'OFC'],BJH027,OFC
814,[-40.8   30.6  -11.95],['OFC' 'OFC'],BJH027,OFC
815,[-44.75  31.85 -11.45],['OFC' 'OFC'],BJH027,OFC
816,[-48.65  32.65 -10.75],['OFC' 'OFC'],BJH027,OFC
817,[-29.1    2.95 -19.45],['PIR' 'PIR'],BJH027,N
818,[-29.9    3.9  -15.65],['INS' 'INS'],BJH027,INS
819,[-31.3    5.95 -11.75],['INS' 'INS'],BJH027,INS
820,[-33.2    7.95  -7.85],['INS' 'INS'],BJH027,INS
821,[-34.55   9.5   -3.7 ],['INS' 'INS'],BJH027,INS
822,[-35.35  11.35  -0.25],['INS' 'INS'],BJH027,INS
823,[-36.2   13.4    3.65],['INS' 'INS'],BJH027,INS
824,[-36.5   15.65   8.1 ],['INS' 'INS'],BJH027,INS
825,[-40.05  21.8   19.95],['MFG' 'MFG'],BJH027,DLPFC
826,[-41.4   23.85  23.85],['MFG' 'MFG'],BJH027,DLPFC
827,[-42.2   25.7   27.25],['MFG' 'MFG'],BJH027,DLPFC
828,[-43.    27.55  30.7 ],['MFG' 'MFG'],BJH027,DLPFC
829,[-44.4   30.05  34.45],['MFG' 'MFG'],BJH027,DLPFC
830,[-11.3   -8.55   3.5 ],['THAL' 'THAL'],BJH027,THAL
831,[-30.2  -8.8   6.3],['PUT' 'PUT'],BJH027,N
832,[-34.05  -9.15   6.85],['PUT' 'PUT'],BJH027,N
833,[-37.9  -9.1   7.2],['INS' 'INS'],BJH027,INS
834,[-41.8   -9.     7.55],['INS' 'INS'],BJH027,INS
835,[-45.65  -9.35   8.1 ],['postCG' 'postCG'],BJH027,S1
836,[-49.5   -9.75   8.65],['postCG' 'postCG'],BJH027,S1
837,[-53.4   -9.65   9.05],['postCG' 'postCG'],BJH027,S1
838,[-57.3   -9.55   9.45],['postCG' 'postCG'],BJH027,S1
839,[-60.65  -9.45   9.85],['postCG' 'postCG'],BJH027,S1
840,[-64.45 -10.05   9.9 ],['postCG' 'postCG'],BJH027,S1
841,[ -7.3  -50.4   24.15],['PCC' 'PCC'],BJH027,PCC
842,[-10.6  -50.75  24.75],['PCC' 'PCC'],BJH027,PCC
843,[-52.45 -56.    26.55],['TPJ' 'TPJ'],BJH027,parietal
844,[-56.25 -56.55  26.6 ],['TPJ' 'TPJ'],BJH027,parietal
845,[-60.05 -57.15  26.65],['TPJ' 'TPJ'],BJH027,parietal
846,[-25.1  15.  -40.3],['TP' 'TP'],BJH027,TP
847,[-28.55  15.75 -38.35],['TP' 'TP'],BJH027,TP
848,[-31.95  16.45 -36.4 ],['TP' 'TP'],BJH027,TP
849,[-34.8   17.15 -34.45],['TP' 'TP'],BJH027,TP
850,[-38.75  17.15 -32.9 ],['TP' 'TP'],BJH027,TP
851,[-42.2   16.9  -30.55],['TP' 'TP'],BJH027,TP
852,[-44.5   16.7  -28.15],['TP' 'TP'],BJH027,TP
853,[-47.3   15.85 -26.15],['TP' 'TP'],BJH027,TP
854,[-30.35  -0.2  -45.95],['PRH' 'PRH'],BJH027,PRH
855,[-36.05   0.65 -43.55],['PRH' 'PRH'],BJH027,PRH
856,[-41.15   1.3  -41.65],['PRH' 'PRH'],BJH027,PRH
857,[-46.2    1.95 -39.75],['ITG' 'ITG'],BJH027,VS
858,[-51.25   2.15 -37.65],['MTG' 'MTG'],BJH027,MTG
859,[-18.45  -3.3  -20.6 ],['AMY' 'AMY'],BJH027,AMY
860,[-21.75  -3.65 -20.05],['AMY' 'AMY'],BJH027,AMY
861,[-25.1   -4.3  -18.75],['AMY' 'AMY'],BJH027,AMY
862,[-36.25  -6.2  -14.95],['INS' 'INS'],BJH027,INS
863,[-40.1   -6.6  -14.35],['INS' 'INS'],BJH027,INS
864,[-44.   -7.  -13.8],['INS' 'INS'],BJH027,INS
865,[-55.2   -7.95 -10.35],['STG' 'STG'],BJH027,STG
866,[-58.55  -8.15  -9.25],['STG' 'STG'],BJH027,STG
867,[-62.45  -8.3   -8.2 ],['STG' 'STG'],BJH027,STG
868,[-20.9  -10.1  -22.75],['HPC' 'HPC'],BJH027,HPC
869,[-23.6 -11.6 -22.3],['HPC' 'HPC'],BJH027,HPC
870,[-33.95 -16.8  -21.35],['HPC' 'HPC'],BJH027,HPC
871,[-37.75 -18.5  -21.45],['FUG' 'FUG'],BJH027,VS
872,[-58.55 -26.6  -19.25],['MTG' 'MTG'],BJH027,MTG
873,[-61.85 -28.1  -18.8 ],['MTG' 'MTG'],BJH027,MTG
874,[-65.7 -29.6 -18.4],['MTG' 'MTG'],BJH027,MTG
875,[-18.05 -12.25 -32.6 ],['EC' 'EC'],BJH027,EC
876,[-22.4  -12.75 -33.8 ],['EC' 'EC'],BJH027,EC
877,[-26.2  -13.05 -34.5 ],['EC' 'EC'],BJH027,EC
878,[-30.   -13.4  -35.15],['EC' 'EC'],BJH027,EC
879,[-33.85 -13.55 -35.3 ],['FUG' 'FUG'],BJH027,VS
880,[-37.7  -13.15 -35.65],['FUG' 'FUG'],BJH027,VS
881,[-41.55 -13.25 -35.8 ],['FUG' 'FUG'],BJH027,VS
882,[-45.4  -13.4  -35.95],['ITG' 'ITG'],BJH027,VS
883,[-49.25 -13.   -36.3 ],['ITG' 'ITG'],BJH027,VS
884,[-53.1  -13.1  -36.45],['ITG' 'ITG'],BJH027,VS
885,[-56.9  -13.45 -37.1 ],['ITG' 'ITG'],BJH027,VS
886,[-34.4  -29.   -16.45],['HPC' 'HPC'],BJH027,HPC
887,[-39.35 -30.55 -16.1 ],['PHG' 'PHG'],BJH027,PHC
888,[-59.6  -37.65 -14.2 ],['MTG' 'MTG'],BJH027,MTG
889,[-12.15 -35.45 -16.95],['PHG' 'PHG'],BJH027,PHC
890,[-15.45 -36.   -16.9 ],['PHG' 'PHG'],BJH027,PHC
891,[-19.25 -37.25 -17.2 ],['PHG' 'PHG'],BJH027,PHC
892,[-23.05 -38.   -17.7 ],['PHG' 'PHG'],BJH027,PHC
893,[-26.3  -38.75 -18.15],['FUG' 'FUG'],BJH027,VS
894,[-29.55 -40.   -18.4 ],['FUG' 'FUG'],BJH027,VS
895,[-33.4  -41.05 -18.2 ],['FUG' 'FUG'],BJH027,VS
896,[-37.75 -41.85 -18.7 ],['FUG' 'FUG'],BJH027,VS
897,[-41.55 -42.6  -19.2 ],['ITG' 'ITG'],BJH027,VS
898,[-44.8  -43.8  -19.45],['ITG' 'ITG'],BJH027,VS
899,[-48.05 -45.05 -19.7 ],['ITG' 'ITG'],BJH027,VS
900,[-51.85 -46.3  -20.  ],['ITG' 'ITG'],BJH027,VS
901,[-55.65 -47.55 -20.3 ],['ITG' 'ITG'],BJH027,VS
902,[-59.45 -48.35 -20.8 ],['ITG' 'ITG'],BJH027,VS
903,[-63.25 -49.1  -21.25],['ITG' 'ITG'],BJH027,VS
904,[-12.15 -27.6   -0.85],['THAL' 'THAL'],BJH027,THAL
905,[-15.45 -27.25  -1.2 ],['THAL' 'THAL'],BJH027,THAL
906,[-38.1  -24.2   -2.35],['INS' 'INS'],BJH027,INS
907,[-49.6  -22.4   -3.05],['STG' 'STG'],BJH027,STG
908,[-53.5  -21.4   -3.05],['STG' 'STG'],BJH027,STG
909,[-57.35 -20.55  -3.55],['STG' 'STG'],BJH027,STG
910,[-60.65 -19.7   -4.1 ],['STG' 'STG'],BJH027,STG
911,[-63.95 -19.35  -4.45],['STG' 'STG'],BJH027,STG
912,[ 26.35  -3.85 -44.6 ],['PRH' 'PRH'],BJH027,PRH
913,[ 29.65  -4.25 -44.3 ],['PRH' 'PRH'],BJH027,PRH
914,[ 33.45  -4.4  -43.4 ],['PRH' 'PRH'],BJH027,PRH
915,[ 37.3   -4.55 -42.55],['PRH' 'PRH'],BJH027,PRH
916,[ 41.1   -4.25 -41.9 ],['PRH' 'PRH'],BJH027,PRH
917,[ 44.9   -3.95 -41.2 ],['PRH' 'PRH'],BJH027,PRH
918,[ 48.7   -3.65 -40.55],['ITG' 'ITG'],BJH027,VS
919,[ 51.95  -3.8  -39.7 ],['ITG' 'ITG'],BJH027,VS
920,[ 15.8   -3.55 -22.35],['AMY' 'AMY'],BJH027,AMY
921,[ 19.6   -3.45 -22.2 ],['AMY' 'AMY'],BJH027,AMY
922,[ 23.45  -3.35 -22.05],['AMY' 'AMY'],BJH027,AMY
923,[ 26.75  -3.7  -21.75],['AMY' 'AMY'],BJH027,AMY
924,[ 49.85  -3.55 -20.65],['MTG' 'MTG'],BJH027,MTG
925,[ 53.7   -3.45 -20.5 ],['MTG' 'MTG'],BJH027,MTG
926,[ 57.55  -3.35 -20.35],['MTG' 'MTG'],BJH027,MTG
927,[ 23.9  -12.05 -25.15],['HPC' 'HPC'],BJH027,HPC
928,[ 27.8  -12.65 -25.35],['HPC' 'HPC'],BJH027,HPC
929,[ 31.65 -13.5  -24.8 ],['HPC' 'HPC'],BJH027,HPC
930,[ 35.5  -14.3  -24.25],['HPC' 'HPC'],BJH027,HPC
931,[ 39.35 -15.15 -23.75],['HPC' 'HPC'],BJH027,HPC
932,[ 54.85 -18.55 -23.35],['MTG' 'MTG'],BJH027,MTG
933,[ 58.15 -19.15 -23.55],['MTG' 'MTG'],BJH027,MTG
934,[ 61.5  -19.75 -23.75],['MTG' 'MTG'],BJH027,MTG
935,[ 65.4  -20.3  -23.95],['MTG' 'MTG'],BJH027,MTG
936,[ 37.2 -29.3 -16.9],['HPC' 'HPC'],BJH027,HPC
937,[ 54.   -38.2  -17.95],['ITG' 'ITG'],BJH027,VS
938,[ 57.35 -39.7  -17.75],['ITG' 'ITG'],BJH027,VS
939,[ 60.7 -41.2 -17.6],['ITG' 'ITG'],BJH027,VS
940,[ 64.1  -43.4  -17.75],['ITG' 'ITG'],BJH027,VS
941,[-23.95 -40.7  -11.4 ],['PHC' 'PHC'],OS70,PHC
942,[-27.4  -40.35 -11.15],['PHC' 'PHC'],OS70,PHC
943,[-30.85 -40.05 -10.85],['PHC' 'PHC'],OS70,PHC
944,[-34.35 -39.75 -10.55],['PHC' 'PHC'],OS70,PHC
945,[-44.75 -38.75  -9.75],['FUG' 'FUG'],OS70,VS
946,[-48.25 -38.45  -9.5 ],['FUG' 'FUG'],OS70,VS
947,[-51.75 -38.15  -9.25],['MTG' 'MTG'],OS70,MTG
948,[-55.2  -37.85  -8.95],['MTG' 'MTG'],OS70,MTG
949,[-58.65 -37.55  -8.65],['MTG' 'MTG'],OS70,MTG
950,[-46.65 -35.6   -1.4 ],['STS' 'STS'],OS70,STS
951,[-50.15 -35.65  -1.  ],['STS' 'STS'],OS70,STS
952,[-53.65 -35.75  -0.65],['STS' 'STS'],OS70,STS
953,[-57.1  -35.85  -0.3 ],['STS' 'STS'],OS70,STS
954,[-60.55 -35.95   0.1 ],['STG' 'STG'],OS70,STG
955,[-25.65 -42.9   31.7 ],['IPS' 'IPS'],OS70,parietal
956,[-29.15 -42.55  31.9 ],['IPS' 'IPS'],OS70,parietal
957,[-32.6  -42.25  32.15],['SMG' 'SMG'],OS70,parietal
958,[-36.05 -41.95  32.4 ],['SMG' 'SMG'],OS70,parietal
959,[-39.55 -41.65  32.6 ],['SMG' 'SMG'],OS70,parietal
